Latitude, Longitude, COTotalColumn,COMixingRatio surface,COMixingRatio 900hPa,COMixingRatio 800hPa,COMixingRatio 700hPa,COMixingRatio 600hPa, COMixingRatio 500hPa,COMixingRatio 400hPa,COMixingRatio 300hPa,COMixingRatio 200hPa,COMixingRatio 100hPa,RetrievedSurfaceTemperature 
11.675,161.512,2.04748e+18,90.0681,95.1849,98.2908,110.322,119.103,121.524,111.066,93.6485,78.0817,53.4711,303.117
11.8899,161.548,2.03833e+18,91.2977,97.8836,102.41,115.662,123.029,121.127,104.83,84.865,72.2017,51.8659,302.34
11.1364,161.919,1.90517e+18,84.2157,85.5788,85.5891,93.7968,101.752,107.418,107.108,100.034,85.2698,55.4303,301.374
11.3577,161.956,1.94527e+18,85.7547,87.9795,88.7736,97.905,106.001,111.268,108.854,99.1436,83.7997,54.8899,301.965
11.5788,161.993,2.01229e+18,90.2093,95.7678,99.2889,111.764,119.764,119.328,105.38,86.3484,73.1865,52.478,302.796
11.8002,162.031,2.05013e+18,87.7302,90.7372,92.577,103.124,112.022,118.94,117.487,107.421,88.2771,55.0316,303.181
11.1518,161.668,1.94758e+18,88.8179,93.5391,95.6024,106.344,114.004,113.532,101.524,84.682,72.7868,52.8692,303.068
11.3696,161.703,1.95987e+18,85.6249,87.7739,88.5878,97.7465,106.076,111.976,110.735,101.936,85.7812,55.2649,301.927
11.5873,161.739,2.02455e+18,87.8101,91.2973,93.4059,104.162,113.035,118.227,113.681,100.945,83.8868,54.6569,302.778
11.8053,161.776,2.09907e+18,93.3665,101.392,107.002,122.085,130.232,126.308,106.12,83.7075,71.2557,52.0773,303.267
11.2052,161.187,1.90643e+18,88.6693,93.2949,95.3024,105.294,111.623,109.796,97.1254,80.6675,70.0456,51.9049,302.809
11.417,161.221,1.99166e+18,91.739,99.2675,103.973,117.264,123.434,116.643,96.6093,76.3743,66.4954,50.5879,302.622
11.6287,161.256,2.07117e+18,93.2812,101.518,107.013,121.831,129.45,123.92,102.762,80.4231,68.5717,50.9621,303.169
11.8408,161.291,2.08878e+18,94.705,104.446,111.328,127.318,133.591,124.039,99.0651,76.3972,66.1774,50.1545,302.976
11.2525,160.732,1.88746e+18,86.9436,89.6468,90.2917,98.6464,105.095,106.882,100.581,88.4246,76.1128,53.5163,303.999
11.4596,160.764,1.98774e+18,92.0856,100.039,104.582,117.434,122.921,115.707,95.5026,75.5233,66.0978,50.5841,302.72
11.6666,160.797,2.0346e+18,90.7967,97.2983,101.422,114.051,121.788,120.564,105.91,86.6312,73.0932,52.1773,302.8
11.8738,160.831,1.92666e+18,94.5667,106.669,114.257,126.921,123.824,103.984,76.9087,59.0241,55.6826,47.4065,301.372
11.2949,160.295,1.938e+18,91.0128,98.0616,101.505,112.517,117.381,111.117,93.293,75.1633,66.4619,51.0545,303.089
11.4983,160.326,1.97271e+18,92.5108,100.803,105.412,117.514,121.685,113.21,92.6971,73.6228,65.3599,50.4738,303.067
11.7016,160.359,1.96813e+18,89.7566,96.9858,101.407,113.275,118.9,114.66,97.8579,79.1541,68.8011,51.176,301.061
11.9052,160.391,1.97883e+18,85.5449,87.6964,89.0563,97.9897,105.449,112.072,112.992,105.873,88.3028,55.6984,300.994
11.3333,159.872,1.87185e+18,84.2067,85.1914,85.1221,92.2705,98.8617,103.732,104.255,98.0347,83.4751,55.1762,303.239
11.534,159.903,1.75678e+18,86.4052,89.5554,90.3643,97.1043,99.7256,96.2416,84.9324,72.2316,65.7082,50.7287,301.194
11.3685,159.459,1.85537e+18,83.0919,83.2335,82.8029,89.4255,95.8488,101.474,104.32,100.977,86.2053,55.8062,303.878
11.5675,159.489,1.91557e+18,90.3112,99.3511,104.76,116.181,118.924,108.391,86.5728,68.7364,63.1405,50.1876,300.5
11.7664,159.519,2.02676e+18,82.7971,82.7256,82.8412,90.293,97.9752,108.31,121.074,130.667,109.949,59.7367,300.492
11.3916,159.119,1.86786e+18,86.4237,89.0683,89.9709,97.7957,103.403,104.716,98.8296,87.4131,75.8226,53.5913,303.323
11.5898,159.149,1.93697e+18,87.6872,92.496,95.3874,105.374,111.591,111.471,101.369,86.2493,74.2675,52.982,301.397
11.4224,158.712,1.8385e+18,81.0959,79.8051,78.677,84.3333,90.3047,97.2068,104.869,108.607,94.1415,57.8854,301.436
11.6205,158.741,1.91218e+18,90.5758,99.4127,105.083,116.37,118.461,107.629,85.9012,68.2841,62.9335,50.1708,300.822
11.453,158.303,1.81473e+18,91.0875,99.737,104.774,113.858,111.764,96.3948,74.4121,59.716,57.4617,48.8114,301.46
11.4821,157.89,1.90333e+18,82.6406,82.6372,82.4537,89.119,95.5468,102.343,108.873,110.578,94.9137,58.176,302.607
12.0837,157.977,2.00618e+18,86.0879,89.0943,91.5345,101.167,108.276,114.29,114.18,105.722,87.4536,55.6024,300.724
11.5108,157.467,1.85337e+18,94.1768,107.314,117.16,128.072,118.896,93.2014,66.4432,51.8927,50.6619,45.7497,301.388
11.7139,157.496,1.88242e+18,87.9441,94.9357,100.263,111.061,114.174,106.933,88.9814,71.8658,64.7586,50.5192,299.426
11.9168,157.525,1.9412e+18,86.4441,90.9665,94.6511,104.943,110.753,111.678,103.169,89.0903,76.2042,53.3044,299.468
12.1201,157.554,1.9575e+18,87.1097,91.6692,95.317,105.635,111.289,112.648,104.357,90.3931,77.0916,53.326,300.068
11.5396,157.032,1.84045e+18,80.8064,79.4954,78.527,84.0015,89.3483,95.5403,103.009,109.646,99.1035,59.8384,302.651
11.7461,157.06,1.87833e+18,90.2972,97.2001,101.953,111.882,113.549,104.941,86.2603,69.5385,63.2835,50.0883,301.877
11.9527,157.089,1.99516e+18,89.2986,94.5358,98.5507,109.433,115.523,115.551,104.926,89.1408,75.9339,53.2558,302.583
12.1596,157.118,2.02606e+18,86.2463,88.972,91.4198,100.827,107.816,114.441,115.834,109.815,91.415,56.7299,301.59
11.569,156.577,1.90377e+18,89.5541,96.2747,101.198,111.595,115.046,108.265,90.6265,73.1236,65.2011,50.6959,301.778
11.7802,156.606,1.91986e+18,86.4077,89.4132,91.6288,100.28,106.112,108.406,103.425,92.6869,79.3768,54.2929,301.953
11.9914,156.635,1.95459e+18,89.5633,95.489,100.135,110.895,115.526,112.524,98.2182,81.3871,70.5807,51.8415,302.068
12.203,156.664,2.12231e+18,92.3348,100.869,108.381,123.207,130.515,127.254,108.665,87.3928,73.8248,52.63,302.529
11.5995,156.099,1.80283e+18,79.2951,76.4049,74.5047,78.7569,83.4057,90.1188,100.631,114.556,104.876,58.7835,300.486
11.8165,156.128,1.86813e+18,80.4799,78.3801,77.2473,82.2936,87.3679,94.6887,105.432,119.21,107.734,59.2453,300.263
12.0335,156.157,1.92918e+18,90.3906,101.164,110.841,124.941,124.884,108.869,82.0304,62.7238,57.6681,48.1014,299.364
12.251,156.186,2.03613e+18,87.996,92.8792,97.4722,108.718,115.958,119.122,111.502,97.3662,81.1769,54.1872,300.915
12.0427,155.904,1.89058e+18,84.7567,86.3433,87.9452,95.5112,100.709,104.486,103.161,97.2527,83.9567,55.0582,300.785
12.2636,155.933,1.98617e+18,80.9323,79.0211,78.607,84.321,89.487,98.2799,112.781,136.913,127.01,61.7819,300.946
11.5171,156.32,1.85094e+18,80.0129,77.8405,76.3677,81.285,86.7012,93.9367,104.995,118.232,105.658,58.6767,300.468
11.7311,156.349,1.80485e+18,89.5072,98.8101,105.971,116,112.978,96.5111,73.287,57.4576,54.9058,47.6525,299.559
11.9451,156.378,1.94265e+18,87.2117,91.4014,94.875,104.605,110.309,111.188,102.842,89.4409,76.6988,53.5568,301.159
12.1596,156.407,2.03011e+18,89.4353,95.2739,100.2,111.878,118.477,118.826,107.468,91.0117,76.8234,53.3248,301.732
11.4336,156.767,1.86587e+18,87.0862,90.7821,93.0886,101.476,106.264,105.01,95.4346,81.8929,71.7291,52.6381,302.537
11.6424,156.796,1.87739e+18,84.063,85.1292,85.8088,92.9232,98.6279,103.042,103.778,98.9475,85.2928,55.8862,301.884
11.8513,156.825,1.93495e+18,84.6988,86.1522,87.3332,95.0896,101.216,106.717,108.683,104.844,89.5055,56.7426,301.897
12.0605,156.854,2.04563e+18,87.6657,91.4714,94.619,104.9,112.434,117.776,115.293,104.902,87.0109,55.7373,302.349
11.3501,157.194,1.83176e+18,87.301,90.945,92.9151,100.808,104.771,102.004,91.1887,77.6544,69.1855,52.0485,302.875
11.5549,157.223,1.82686e+18,86.3608,89.7829,91.8741,99.7821,103.665,101.782,91.9985,79.1102,70.2803,52.1775,301.305
11.7597,157.251,1.86906e+18,85.9595,89.4312,91.9112,100.581,105.354,105.382,97.3004,84.649,73.7121,52.8502,300.185
11.9648,157.28,1.96209e+18,89.0561,97.7968,105.145,118.477,122.307,114.071,92.804,73.3517,65.2334,50.3727,299.194
11.2687,157.606,1.84524e+18,86.0062,88.5508,89.6883,97.2236,102.396,102.798,96.4658,85.1158,74.5213,53.5471,303.211
11.4705,157.634,1.8805e+18,90.661,98.2202,103.357,113.508,114.803,104.279,84.6221,67.9546,62.3342,50.0826,302.063
11.6722,157.663,1.94241e+18,88.7493,94.7378,99.1608,110.01,114.953,111.698,97.7084,80.9195,70.5619,52.0202,301.513
11.8743,157.692,1.9145e+18,91.1632,102.497,111.648,125.022,123.026,104.952,78.89,61.2193,57.7136,48.56,299.917
11.1862,158.006,1.79655e+18,78.8087,76.329,74.368,79.0428,84.6272,91.1855,100.821,111.415,102.146,60.78,302.354
11.3858,158.035,1.85751e+18,86.1732,88.9754,90.3246,98.2266,103.447,103.941,97.2514,85.5396,74.6859,53.4322,302.652
11.1031,158.4,1.81764e+18,92.6291,102.548,107.406,115.818,112.371,94.2301,71.4022,57.234,56.6174,49.2981,302.326
11.3015,158.428,1.80236e+18,86.7172,90.366,91.8344,99.4108,103.104,99.9069,88.6717,75.3559,67.8277,51.6579,301.861
11.4999,158.458,1.9467e+18,86.324,89.7684,91.9399,101.251,108.175,111.151,106.422,94.6136,80.3679,54.6783,301.658
11.6986,158.487,2.00923e+18,90.3362,98.0452,103.664,116.539,122.495,117.757,100.135,80.8028,69.9698,51.7191,301.636
11.0181,158.789,1.80919e+18,86.114,88.7838,89.0748,96.0808,101.092,100.364,92.5266,80.6574,71.4924,52.853,303.627
11.2161,158.818,1.85994e+18,90.0203,95.902,98.3268,107.073,110.21,103.567,87.7491,72.0277,65.1434,50.9315,303.489
11.4141,158.848,1.93714e+18,90.8815,98.421,102.798,113.85,118.058,110.754,91.9488,73.6588,65.728,50.895,302.424
11.6124,158.878,2.04352e+18,88.5237,94.2904,98.3125,110.317,118.981,121.061,111.415,94.1465,78.4054,53.8437,301.532
10.9332,159.179,1.7989e+18,84.006,84.9976,84.3898,90.7351,96.5872,98.8933,96.2434,88.0516,77.2135,54.4607,304.189
11.1318,159.209,1.84232e+18,87.3671,90.8783,91.8024,99.5355,104.542,103.071,93.464,80.1729,70.7985,52.4946,303.797
11.3302,159.239,1.93824e+18,91.0896,97.719,100.969,111.261,115.921,110.399,94.1391,76.9252,68.0202,51.5343,303.807
11.529,159.27,2.03771e+18,93.5693,103.968,111.03,125.547,129.883,118.02,93.5695,72.7729,64.7563,50.4764,302.68
10.8452,159.573,1.66379e+18,96.4878,109.287,111.013,110.911,96.7345,73.3077,53.4418,43.2749,44.8189,43.877,303.158
11.0451,159.603,1.86806e+18,88.8698,93.4833,94.8544,103.269,108.264,105.141,92.9613,77.9164,68.8747,51.9774,304.244
11.2448,159.634,1.9398e+18,94.048,103.055,107.181,117.608,119.537,107.807,86.3047,68.7469,62.8634,50.2748,304.444
11.4449,159.665,1.9791e+18,84.217,85.2532,85.5684,93.4156,101.299,109.322,115.347,114.392,95.7682,58.1017,303.277
10.7549,159.974,1.68008e+18,73.3452,65.3021,60.5739,62.2478,66.5473,72.6278,85.6078,119.107,137.747,66.8139,299.657
10.957,160.005,1.78862e+18,94.8054,104.848,107.645,113.952,108.887,89.9393,67.5781,54.475,54.5103,48.5294,303.922
11.159,160.036,1.91834e+18,91.223,98.668,102.01,112.58,116.716,108.801,90.1649,72.377,64.7837,50.6995,303.146
11.3613,160.069,1.98869e+18,79.7174,77.8132,76.6295,82.5396,89.5893,99.589,116.046,138.752,127.017,64.5034,302.985
10.6611,160.386,1.87813e+18,71.3961,65.8444,62.7424,66.1793,72.4002,81.2776,100.782,148.867,166.2,68.5227,303.772
10.8664,160.418,1.85857e+18,86.7877,89.7871,90.1331,98.0456,104.453,104.917,97.3171,84.4033,73.3113,53.2166,304.126
11.0715,160.451,1.93892e+18,92.7824,100.768,104.317,115.626,119.698,109.996,89.4079,70.8026,63.4976,50.3169,304.036
11.2769,160.484,1.97917e+18,92.207,100.513,105.134,117.9,123.111,114.382,93.3477,73.8499,65.3488,50.6349,303.089
10.5629,160.814,1.76838e+18,83.5028,84.681,83.712,90.0482,96.2915,97.9114,93.449,83.7896,73.8557,53.6598,302.282
10.7723,160.847,1.76337e+18,84.1126,85.3257,84.4924,90.8063,96.3584,97.307,92.0048,81.9589,72.5742,53.1395,302.942
10.9816,160.881,1.82636e+18,85.3921,87.2307,87.082,94.4227,100.595,102.219,96.6984,85.7747,74.7718,53.4531,303.524
11.1912,160.915,1.91445e+18,91.7081,98.4334,101.464,112.216,116.534,108.908,90.1154,72.0345,64.2068,50.3632,303.821
10.6742,161.298,2.24664e+18,75.1413,70.9178,68.2418,72.691,79.7045,88.8488,108.347,180.271,259.97,81.2913,302.842
10.8888,161.333,1.81344e+18,86.4432,89.224,89.3914,97.1295,102.78,101.888,92.4732,79.1123,69.9519,52.3285,303.293
11.1037,161.369,1.88399e+18,92.23,100.293,104.108,115.252,117.575,105.344,82.9684,64.7607,59.2251,48.8664,302.858
10.5711,161.775,1.77317e+18,79.4431,77.3701,74.9054,79.779,86.4286,93.1397,100.637,105.418,92.0897,56.3456,302.007
10.7923,161.812,1.75472e+18,80.0989,78.0677,75.6647,80.4385,86.3876,92.149,97.4516,100.281,89.8131,56.7647,300.509
11.0138,161.85,1.84523e+18,87.1154,90.7175,91.5958,100.507,106.61,105.182,93.7885,78.5859,69.1963,52.1633,302.382
10.8003,161.559,1.77707e+18,84.0198,85.1926,84.3436,91.007,97.0074,98.6227,93.6798,83.7522,73.7591,53.2595,302.496
11.0184,161.596,1.84943e+18,81.35,80.4599,79.0795,85.2029,92.2411,99.4313,105.852,108.225,92.9361,56.1353,303.126
10.6298,161.043,1.76024e+18,87.4758,92.2993,93.0615,100.556,104.076,97.2776,81.6748,66.5294,61.087,49.917,302.138
10.8416,161.077,1.81927e+18,93.1256,102.5,106.055,115.383,113.9,96.468,73.0189,56.9032,54.2452,47.7727,303.062
11.0536,161.112,1.85969e+18,91.3733,98.1086,100.716,110.408,113.242,103.746,84.3455,67.1705,61.132,49.5521,303.548
10.4648,160.555,1.71334e+18,81.9594,81.9604,80.251,85.5167,91.2166,93.1197,90.5184,83.0718,73.9781,53.818,301.908
10.6719,160.587,1.79327e+18,82.1962,82.1517,80.8176,86.8049,93.5632,97.9956,98.9415,94.1106,81.9018,55.5241,303.305
10.8789,160.62,1.8469e+18,85.6982,88.0279,88.1323,95.8297,102.432,103.993,98.1012,86.4619,75.03,53.6378,303.347
11.0863,160.654,1.93393e+18,84.821,86.2682,86.2945,94.2168,102.158,108.199,109.77,104.02,87.997,56.554,303.967
10.5069,160.119,1.67848e+18,85.5955,88.3845,87.6383,92.9677,95.7784,90.1914,77.8707,65.7453,61.5695,50.5004,302.555
10.7104,160.151,1.74258e+18,83.3787,83.9799,82.7872,88.4744,93.8672,95.1813,91.2992,82.6628,73.4818,53.6076,303.819
10.9137,160.182,1.82142e+18,92.0783,99.7049,102.116,110.523,110.937,98.2214,78.0427,62.2073,58.3956,49.1398,303.736
11.1174,160.215,1.95038e+18,90.0061,96.0069,98.7775,109.535,115.984,112.675,98.2107,80.7551,70.1394,52.1174,303.534
10.5451,159.697,1.64743e+18,86.4378,90.0286,89.4488,94.0752,94.7613,86.1989,71.9561,60.2993,58.0922,49.6119,302.384
10.9465,159.759,1.80131e+18,85.2617,87.1613,86.9387,93.7046,99.2241,99.8658,93.9274,83.1383,73.2052,53.3007,303.734
11.1475,159.791,1.90236e+18,84.7396,86.1365,86.1399,93.6144,100.873,106.004,106.71,100.192,84.781,55.6688,304.356
10.5803,159.285,1.70881e+18,83.3088,84.4414,83.4036,88.8977,93.6893,93.0943,86.7697,76.6768,69.2614,52.6578,302.066
10.7793,159.315,1.75351e+18,79.3444,77.4807,75.538,80.3399,86.4339,92.1632,98.4854,101.072,88.7922,57.141,303.341
10.9783,159.345,1.81542e+18,85.7408,87.8798,87.8169,94.7392,100.275,100.785,94.6234,83.577,73.4981,53.3819,304.28
11.1775,159.376,1.90935e+18,85.6837,87.8578,88.3271,96.2195,103.334,107.36,105.604,96.5017,81.6614,54.9762,304.019
10.6021,158.946,1.82371e+18,92.93,102.625,106.067,114.283,112.849,95.7206,73.2122,58.4594,56.8997,49.5271,303.619
10.8003,158.976,1.78738e+18,88.9513,94.4221,95.7418,103.053,105.435,97.2913,81.5429,67.2983,62.4784,50.6689,303.337
10.9985,159.005,1.81605e+18,87.4607,91.2493,92.0321,99.4232,103.864,101.012,89.9819,76.2377,68.2007,51.9731,303.557
11.197,159.036,1.93544e+18,93.1902,101.958,106.194,116.815,119.195,107.989,86.9725,69.4263,63.3708,50.5284,304.009
10.6343,158.54,1.8005e+18,85.9572,88.8328,89.0005,95.8865,101.37,100.007,91.5529,79.0915,70.3751,52.9238,303.902
10.8324,158.569,1.73746e+18,79.6961,77.9432,76.0126,80.7295,86.4874,91.5701,96.7013,97.5624,85.6281,56.3441,302.712
11.0304,158.599,1.80927e+18,87.0656,90.6053,91.4154,98.7827,103.213,100.545,89.9088,76.4123,68.3819,52.0258,303.3
11.2288,158.628,1.90356e+18,87.7616,91.8475,93.6031,102.426,108.388,108.058,99.0867,85.0834,73.8107,53.249,303.305
10.6633,158.133,1.74898e+18,94.7841,105.656,109.799,115.122,107.04,84.6941,62.6908,49.9194,49.164,45.6058,303.627
10.8621,158.161,1.75151e+18,81.8025,81.5175,80.3251,85.7247,91.2648,94.3169,94.5077,89.7391,79.6807,55.4039,302.556
11.0609,158.19,1.80071e+18,89.017,94.8634,97.4683,105.623,107.572,98.5485,81.1751,66.252,61.9539,50.3806,302.32
11.26,158.22,1.86491e+18,88.7846,94.783,98.1688,107.613,111.297,105.014,88.825,72.5011,65.4128,51.0386,301.909
10.6932,157.72,1.74848e+18,82.3082,82.5842,81.6114,87.1296,92.7724,94.8216,93.1432,86.3482,76.83,54.7946,302.499
10.8937,157.749,1.80055e+18,91.4279,98.6335,101.913,109.595,109.086,95.7345,76.1027,61.3278,58.4039,49.6265,303.581
11.0941,157.778,1.8457e+18,87.3554,91.0944,92.7853,100.805,105.645,103.329,92.8969,79.0847,70.105,52.4734,303.34
11.2948,157.807,1.92956e+18,89.5647,95.3873,99.0192,109.21,114.298,110.208,95.9286,79.1872,69.4763,52.0602,303.079
10.7209,157.299,1.81702e+18,76.6111,73.1587,70.3281,74.3247,80.5766,88.3628,103.17,124.283,116.944,63.6162,302.115
10.9239,157.327,1.83947e+18,83.5339,84.6008,84.6191,91.3326,97.8904,101.414,100.973,94.1445,81.2579,55.3637,303.048
11.1269,157.356,1.86598e+18,87.3797,91.4891,93.7588,102.258,107.382,105.185,94.4494,80.0556,70.5668,52.5921,302.814
11.3302,157.385,1.85474e+18,77.4106,74.2121,72.0477,76.5335,82.2553,90.4893,105.345,127.395,119.689,63.5133,302.588
10.7504,156.864,1.77376e+18,89.5637,96.4652,100.064,107.646,107.723,94.9235,75.6397,60.5241,57.493,49.2424,302.358
10.957,156.893,1.8111e+18,95.2263,107.735,115.535,123.013,113.198,87.9332,63.164,50.1777,51.1281,47.5171,302.74
11.1635,156.922,1.87738e+18,91.6429,99.3019,104.092,113.558,114.918,103.602,83.3948,66.4325,61.1364,49.9877,303.348
11.3705,156.95,1.88314e+18,82.3104,82.1979,81.8924,88.1928,94.3906,100.536,106.407,108.533,95.1202,58.6911,302.923
10.7799,156.411,1.73271e+18,81.9125,81.8681,80.849,86.0286,91.1396,93.237,92.116,86.2519,76.8919,54.6647,302.762
10.9911,156.44,1.78658e+18,82.4088,82.7248,82.2803,88.1167,93.7086,96.8316,96.7642,91.6418,80.7269,55.4509,301.78
11.2022,156.469,1.82111e+18,87.0583,90.6562,92.5855,100.304,104.475,101.541,90.5302,76.608,68.1888,51.9163,302.848
11.4138,156.498,1.84296e+18,82.6799,82.7812,82.6186,88.8496,94.5685,99.4197,102.276,100.565,87.7135,56.6295,302.672
10.8104,155.934,1.79367e+18,86.3047,90.1682,91.9624,99.2853,103.55,99.6136,87.7423,73.6013,66.8202,52.5148,302.299
11.0274,155.963,1.8165e+18,87.8836,93.2485,96.4952,104.849,108.179,101.477,85.5927,69.5724,62.886,50.4932,302.026
11.2444,155.992,1.83317e+18,86.9035,90.6568,92.8647,100.722,104.993,102.43,91.6318,77.9011,69.4784,52.6662,302.439
11.4619,156.021,1.84559e+18,85.142,87.2948,88.6258,95.984,101.165,102.563,97.7258,88.0326,76.8049,53.9918,302.038
10.8127,155.682,1.76047e+18,77.6551,74.7059,72.2,76.1028,81.4115,87.5865,97.9047,111.098,103.766,59.878,301.937
11.0331,155.711,1.82212e+18,77.9904,75.3844,73.3511,77.6791,83.1776,89.718,100.919,118.305,114.046,62.4341,302.658
11.2536,155.74,1.84038e+18,88.6815,94.527,98.4094,107.159,109.915,102.64,85.8369,69.7289,64.1175,51.9579,302.078
11.4745,155.769,1.81792e+18,83.0772,83.7933,84.2024,90.612,95.8166,99.0627,98.4303,93.3867,81.9506,55.1385,300.069
10.7277,156.154,1.74587e+18,80.2484,79.1733,77.5913,82.413,88.049,92.2517,95.8913,95.5668,85.0655,56.2618,302.824
10.9418,156.183,1.74358e+18,78.2192,75.5184,73.186,77.2711,82.5065,88.2274,97.1543,106.735,96.2885,57.345,301.797
11.1558,156.212,1.78242e+18,85.6572,88.1827,89.2012,95.869,99.8207,98.0825,89.5158,77.7285,69.7856,52.6425,302.655
11.3703,156.241,1.81442e+18,82.083,81.7811,81.2986,87.088,92.5155,97.1547,100.184,99.2482,87.0204,56.1138,302.637
10.6443,156.601,1.91784e+18,75.9661,71.6208,68.2389,71.7483,77.6723,85.7479,103.836,143.359,155.206,69.4782,300.749
10.8532,156.629,1.75452e+18,83.1464,83.9935,83.6116,89.3466,94.3901,95.4918,92.0402,83.8343,74.6215,54.0127,302.434
11.062,156.658,1.81658e+18,87.3347,91.3062,93.311,100.95,104.893,101.014,88.9766,74.7916,67.095,51.7143,302.944
11.2713,156.687,1.83684e+18,88.6249,93.2288,95.8573,104.009,107.317,102.297,88.4785,73.4617,66.01,51.2206,303.34
10.5617,157.026,1.7115e+18,82.5519,83.2274,82.3511,87.5689,92.5093,92.6977,88.3422,79.594,71.7764,53.5851,302.015
10.7666,157.055,1.75416e+18,84.3324,86.1084,86.15,92.1851,96.878,96.0313,89.3554,78.7162,70.671,53.0308,302.701
10.9713,157.084,1.82126e+18,85.106,87.3817,88.1539,95.1938,100.678,101.083,95.2686,84.382,74.203,53.7529,302.764
11.1765,157.113,1.87951e+18,89.1258,94.3608,97.4412,106.461,110.719,105.807,91.6726,75.8543,67.4848,51.687,303.419
10.4795,157.437,1.7022e+18,84.1489,86.1617,85.9479,91.4846,95.5696,92.4233,83.2478,71.6721,65.8433,51.9447,302.069
10.6813,157.465,1.70671e+18,83.8973,86.1915,86.5054,92.4356,96.2785,92.9795,83.2959,71.4636,65.6106,51.698,300.362
10.883,157.494,1.80263e+18,84.1481,85.7422,85.9193,92.5137,98.2345,99.4751,95.3519,85.8216,75.5731,54.2189,302.527
11.0851,157.523,1.91478e+18,90.8456,97.876,102.311,112.62,116.354,108.067,89.8502,72.3596,65.0776,51.1022,303.42
10.3968,157.836,1.75796e+18,83.0645,83.909,82.9854,88.6804,94.8058,96.1424,92.9782,84.4151,74.951,54.5068,303.999
10.5965,157.865,1.75526e+18,81.0642,80.5232,79.046,84.2747,90.5289,94.4218,96.4605,92.96,81.3828,55.6423,303.653
10.7961,157.894,1.81547e+18,89.937,97.5141,101.541,110.355,111.359,98.5587,78.3919,62.6199,59.1036,49.8386,302.161
10.9961,157.923,1.89528e+18,85.7393,88.4348,89.545,97.668,104.604,106.915,102.633,91.6062,78.7453,54.8025,303.047
10.3141,158.229,1.7714e+18,83.3084,84.3768,83.4941,89.3959,95.7354,97.269,94.0462,85.199,75.3065,54.5879,304.178
10.5126,158.257,1.73955e+18,78.7218,76.8547,74.6862,79.2952,85.711,91.2269,97.7496,100.404,88.4377,57.386,303.975
10.711,158.287,1.80123e+18,87.5682,91.6681,92.6663,100.029,104.362,99.7852,87.2173,73.0511,66.1842,51.7302,303.647
10.9097,158.316,1.84944e+18,82.1185,82.1664,81.4218,87.7166,94.7288,100.479,104.732,102.831,88.1372,56.8781,302.401
10.2302,158.618,1.70343e+18,94.2273,104.979,107.472,111.087,102.854,80.9688,59.7857,47.9468,48.1718,45.6245,303.823
10.4283,158.647,1.78132e+18,93.7653,103.883,107.002,113.729,109.888,90.3968,68.1447,54.3248,52.604,47.0862,304.128
10.6263,158.676,1.82172e+18,89.6778,95.7953,97.5588,105.512,108.623,100.145,83.5287,68.2974,62.988,50.9432,303.917
10.8247,158.706,1.82475e+18,86.6115,90.2258,91.0041,98.6178,104.045,102.169,92.2678,78.7216,69.8298,52.5524,303.09
10.1446,159.007,1.96357e+18,77.8901,75.4846,73.0408,77.7452,85.2876,94.4515,112.11,141.129,137.865,67.8251,302.163
10.3432,159.036,1.74051e+18,80.4032,79.5156,77.5914,82.606,89.108,93.3929,96.1664,93.3752,81.6467,55.7764,303.824
10.5417,159.066,1.75721e+18,84.9855,87.2588,86.8053,93.0888,98.2918,96.9098,88.794,76.9192,68.9861,52.5716,303.355
10.7405,159.096,1.77096e+18,79.6559,78.0466,76.2079,81.2295,87.5924,93.4744,99.8878,102.22,89.416,57.3818,303.605
10.057,159.399,1.5511e+18,81.3499,81.4046,78.9409,82.1358,84.4445,80.9692,72.7107,63.6612,60.82,50.6499,300.26
10.2569,159.429,1.37743e+18,82.3642,81.7932,77.4408,76.8493,73.8702,64.8663,54.0846,46.9285,48.1998,45.7739,302.291
10.4567,159.46,1.73201e+18,79.9393,78.5393,76.415,81.1964,87.5171,92.2196,96.0013,94.8209,83.2058,56.0778,302.667
10.6568,159.491,1.53531e+18,84.7596,86.8284,84.9405,87.4163,85.9813,76.6348,63.5303,54.2639,54.8134,48.7788,301.406
10.1681,159.83,1.81071e+18,74.1502,68.3756,64.3654,67.1444,72.8932,80.6805,97.9575,135.831,143.554,64.6395,301.134
10.3701,159.861,1.70285e+18,81.5716,81.3209,79.481,84.4404,90.0433,91.9772,90.0107,83.2292,74.484,54.2683,302.931
10.5724,159.893,1.349e+18,83.8252,83.9066,79.2823,77.3289,71.4923,59.6593,48.4463,42.9896,46.218,44.9869,301.629
10.0784,160.242,1.6451e+18,82.9019,84.3965,82.8974,87.7003,91.4382,88.6791,79.7783,68.8427,63.6391,51.2589,301.276
10.2836,160.275,1.69339e+18,80.9995,80.3772,78.2837,83.0726,88.7145,91.192,90.1826,84.2803,75.1428,54.2503,302.805
10.4891,160.307,1.67556e+18,80.4286,79.1645,76.8901,81.3748,86.7313,89.4359,89.3035,84.7399,75.8574,54.2796,302.122
10.1943,160.704,1.8891e+18,77.6537,74.3656,71.3521,75.5991,82.6675,91.6962,108.234,134.5,126.117,61.7944,300.872
10.4039,160.738,1.67578e+18,86.7506,90.7176,90.2212,95.731,97.513,89.2892,74.6178,61.6732,58.2026,49.3409,302.437
9.67238,161.086,1.57801e+18,78.1077,75.59,72.0586,75.2919,79.7298,82.3286,82.8563,79.7388,72.9954,53.7974,302.056
