Latitude, Longitude, COTotalColumn,COMixingRatio surface,COMixingRatio 900hPa,COMixingRatio 800hPa,COMixingRatio 700hPa,COMixingRatio 600hPa, COMixingRatio 500hPa,COMixingRatio 400hPa,COMixingRatio 300hPa,COMixingRatio 200hPa,COMixingRatio 100hPa,RetrievedSurfaceTemperature 
14.6303,156.426,2.45823e+18,97.2549,113.129,132.767,154.204,165.945,157.068,123.173,91.3912,73.7751,50.733,299.903
13.884,156.817,2.1293e+18,88.4972,92.4468,97.8769,107.107,113.736,120.788,122.395,116.577,95.1703,55.5645,298.848
14.098,156.846,2.19487e+18,86.3343,86.9035,90.0606,97.2575,103.17,113.508,128.997,148.82,128.823,60.7691,299.261
14.312,156.875,2.3834e+18,94.8619,108.303,124.471,143.213,153.858,150.204,125.032,96.6775,77.3426,51.3917,299.278
14.5264,156.904,2.42197e+18,91.3717,97.4499,105.881,118.115,129.44,143.465,151.674,145.142,108.322,56.238,299.735
13.8007,157.268,2.14842e+18,88.3235,91.4941,96.1301,105.16,111.937,120.286,125.343,123.334,101.123,57.2753,299.985
14.2183,157.326,2.42191e+18,92.496,100.57,110.775,125.219,137.333,148.051,146.436,130.592,99.5526,55.9522,300.124
13.7173,157.699,2.16657e+18,91.4129,98.6707,106.593,118.755,125.91,128.552,118.82,101.472,82.4596,52.9071,300.148
13.9221,157.728,2.33716e+18,91.9627,99.883,109.217,123.307,134.263,142.484,137.736,120.324,92.7573,54.7392,300.084
14.1268,157.757,2.42153e+18,94.4671,105.419,118.245,135.463,148.118,152.884,138.156,112.587,86.2325,53.0496,300.376
14.3319,157.786,2.53667e+18,95.7448,108.411,123.729,143.749,159.529,165.168,146.445,115.736,86.8385,52.8889,300.415
13.6356,158.115,2.15163e+18,87.3488,89.6999,93.3953,102.227,109.266,118.893,127.261,129.527,106.905,58.4324,299.926
13.8373,158.144,2.37816e+18,96.0256,110.178,125.926,146.711,157.375,150.054,120.335,91.182,74.1778,50.6933,300.488
14.039,158.173,2.48662e+18,93.7147,103.648,115.513,133.222,148.073,158.221,149.859,125.72,93.872,54.6173,300.526
14.241,158.202,2.52206e+18,93.9852,104.297,116.865,134.615,149.931,160.842,153.141,128.942,95.6628,54.6773,300.265
13.5529,158.519,2.17333e+18,86.997,88.8677,92.0918,100.886,108.261,119.265,130.78,136.183,111.25,59.2193,300.654
13.7525,158.548,2.42022e+18,93.4645,103.025,113.531,130.258,143.656,152.163,143.325,120.343,91.2668,54.2224,300.815
13.952,158.577,2.5384e+18,96.9336,113.027,131.867,157.393,173.62,167.657,132.67,97.3643,76.4217,50.9351,300.329
14.1519,158.607,2.49672e+18,94.6833,106.918,121.394,141.521,157.013,162.304,143.277,113.444,86.359,53.0105,299.884
13.4696,158.915,2.19027e+18,86.2542,87.4323,90.0978,98.728,106.336,118.5,133.728,144.65,117.003,59.0942,301.177
13.6679,158.945,2.47111e+18,92.0927,99.3841,107.798,123.569,137.97,152.353,155.267,140.732,105.124,57.0821,301.326
13.8662,158.975,2.50914e+18,99.1131,117.536,138.088,164.827,176.256,160.245,119.321,86.6489,71.2876,49.9093,300.873
14.0648,159.005,2.37851e+18,85.89,86.1689,89.0092,97.3064,104.962,119.445,145.542,183.28,157.37,64.8233,298.843
13.3851,159.309,2.20034e+18,82.2674,80.3437,81.0636,87.7627,93.6504,105.596,129.051,169.181,156.963,65.9801,301.293
13.583,159.339,2.33534e+18,90.3633,95.5143,101.553,114.321,125.289,137.923,143.99,136.463,105.34,57.4241,301.347
13.7809,159.369,2.56137e+18,94.9057,105.701,117.903,138.396,155.991,166.767,155.417,127.676,94.2701,54.5865,301.366
13.2989,159.702,2.18376e+18,89.0145,92.5495,96.4799,107.071,115.646,125.548,130.315,124.549,99.0664,56.415,302.08
13.4973,159.732,2.43329e+18,95.2787,106.171,117.504,137.218,151.389,155.233,137.744,110.922,85.962,53.3575,301.817
13.6956,159.763,2.53826e+18,97.5092,112.116,128.406,154.059,170.487,166.938,135.975,101.928,79.395,51.6964,301.423
13.2103,160.099,2.16556e+18,85.8963,86.8693,88.9806,97.7906,105.626,117.738,131.97,141.325,115.156,58.8956,301.915
13.41,160.13,2.33193e+18,91.9866,98.785,105.947,121.019,132.888,142.372,139.376,122.837,94.5363,55.1347,301.723
13.6097,160.161,2.47157e+18,93.5646,102.191,111.75,130.35,146.042,157.318,150.815,127.621,95.3997,54.97,301.53
13.8097,160.193,2.51059e+18,88.7562,92.7625,98.2702,111.015,123.384,141.625,162.131,174.406,138.986,63.0976,299.474
13.321,160.535,2.16513e+18,92.3582,100.064,107.037,120.715,128.064,129.326,116.9,97.7806,80.0366,52.3528,301.052
13.5228,160.567,2.32129e+18,88.8269,93.2272,98.5242,111.344,122.589,136.401,145.044,140.138,108.299,57.4501,299.613
13.725,160.6,2.39976e+18,97.3244,116.451,138.355,169.986,176.192,147.056,101.623,72.8128,63.262,47.8066,299.352
13.0242,160.919,2.12195e+18,86.2315,87.4918,89.5255,98.6947,106.465,117.584,127.811,130.858,106.637,57.4338,302.215
13.2293,160.952,2.27995e+18,90.0997,94.7931,99.6751,112.534,123.141,134.649,138.208,129.42,102.44,57.2392,301.799
13.4343,160.985,2.37832e+18,93.0853,101.182,109.417,126.647,140.053,149.088,141.087,119.405,91.6025,54.423,301.363
13.6396,161.019,2.42826e+18,90.8339,96.065,102.2,116.671,129.509,144.912,154.124,148.14,111.764,57.5923,301.341
12.9248,161.35,2.22148e+18,76.6943,72.228,71.3677,76.906,82.1973,92.0715,111.868,178.28,232.709,73.1232,302.373
13.1341,161.384,2.25412e+18,88.1964,91.1517,94.6245,106.081,115.945,128.818,138.803,139.157,110.262,57.3739,301.713
13.3433,161.419,2.3373e+18,91.5216,97.9469,104.498,119.966,132.458,143.304,140.89,124.612,96.895,55.8021,301.198
13.5528,161.454,2.3912e+18,88.169,90.6583,94.3678,105.913,116.323,132.455,151.55,164.988,131.874,60.377,301.681
12.8203,161.803,2.15318e+18,94.8857,106.979,117.539,137.218,142.874,129.426,99.3055,74.7517,64.5981,48.6876,300.716
13.0349,161.838,2.23633e+18,95.9347,107.662,118.424,139.392,147.862,138.111,108.725,81.7553,68.3275,49.3796,301.599
13.2493,161.874,2.28388e+18,93.133,102.486,111.576,130.513,142.383,144.071,125.383,99.3147,79.165,51.9376,300.419
13.4641,161.911,2.41482e+18,95.329,106.322,117.526,140.102,155.264,157.328,134.113,103.075,80.141,51.7018,301.096
12.7089,162.283,2.18853e+18,89.1351,93.0187,96.577,109.118,119.325,129.512,130.699,120.356,95.1957,54.97,302.075
12.9301,162.32,2.20806e+18,85.6552,86.7299,88.6448,98.5828,107.431,120.866,135.798,147.046,120.721,58.1772,300.053
13.3724,162.397,2.40319e+18,90.3897,95.063,100.147,114.616,127.14,142.301,150.79,146.792,115.093,58.1363,301.635
12.7249,162.03,2.12665e+18,85.7853,86.9998,88.7248,98.311,106.577,118.111,128.219,132.145,108.717,57.4246,301.046
12.9426,162.066,2.20572e+18,93.6409,102.826,111.107,129.067,138.561,136.356,115.115,90.2191,74.5998,51.4458,301.372
13.1601,162.103,2.29249e+18,95.1001,106.624,117.578,139.089,150.095,144.89,117.319,88.5781,72.8904,50.8104,300.905
13.378,162.141,2.39988e+18,93.7614,102.473,111.171,130.5,144.926,152.968,140.825,115.968,89.1895,53.6376,301.356
12.991,161.581,2.15924e+18,87.8524,90.4287,93.3097,104.079,112.822,123.608,129.8,126.4,100.866,55.5035,302.031
13.2026,161.616,2.3041e+18,94.1866,104.01,113.38,132.498,144.251,144.975,125.226,99.2002,79.5926,52.2131,301.267
13.4145,161.652,2.35694e+18,90.9923,96.7633,102.987,118.217,130.832,143.724,145.655,132.073,100.299,55.115,301.06
13.0334,161.121,2.16033e+18,87.676,90.1346,92.9585,103.297,111.791,122.564,129.727,127.83,103.21,57.216,302.039
13.2403,161.155,2.30408e+18,93.2591,101.637,109.751,126.788,138.452,143.524,131.064,107.938,84.723,53.1649,301.566
13.4475,161.19,2.36545e+18,89.8844,94.297,99.4651,112.975,124.692,139.135,148.687,144.711,111.032,57.7534,301.41
13.2772,160.714,2.32913e+18,76.3592,70.6296,69.1865,73.7343,78.3374,87.6085,106.567,187.147,293.789,77.6255,300.788
12.9094,160.224,2.15383e+18,93.2068,101.146,107.528,121.426,129.148,129.128,114.333,93.8513,77.3126,52.1209,302.411
13.11,160.255,2.12215e+18,90.3521,97.035,103.053,116.162,124.166,126.732,116.168,98.1457,80.523,52.7736,300.072
13.3106,160.287,2.236e+18,93.8524,103.063,111.828,127.952,136.938,136.798,119.775,96.7992,78.4948,51.931,301.503
13.5115,160.319,2.45572e+18,97.3367,112.002,127.448,152.737,166.372,158.593,125.506,93.366,75.0918,50.8972,301.221
12.9457,159.809,2.08961e+18,90.3213,95.364,99.5838,110.631,117.814,121.997,116.075,101.805,83.3353,53.4534,302.223
13.1446,159.839,2.13162e+18,90.2388,95.0798,99.5302,110.682,118.498,124.674,121.55,108.625,87.4977,54.13,302.096
13.3435,159.87,2.28674e+18,94.504,104.057,113.061,129.391,139.573,141.237,125.076,101.251,80.896,52.5356,301.937
13.5426,159.901,2.46266e+18,100.272,119.268,140.2,169.913,177.917,152.246,107.53,77.8316,66.7021,49.0524,301.637
12.968,159.467,2.03694e+18,83.0153,81.9852,82.6263,89.5678,95.7236,106.22,120.847,135.512,115.762,59.5974,301.665
13.1662,159.497,2.10051e+18,85.5459,86.2475,88.0701,96.2163,103.002,113.057,124.12,132.108,112.195,60.0293,301.895
13.3642,159.527,2.28847e+18,91.8684,98.5208,105.185,118.968,129.703,138.352,135.269,119.181,92.4394,54.7926,301.837
13.5626,159.558,2.43317e+18,92.2975,99.3518,107.038,122.269,135.823,149.189,151.153,136.599,102.918,56.7904,301.789
13.0005,159.057,2.00729e+18,81.523,79.2366,79.1813,85.2128,90.5546,100.474,116.826,139.261,124.572,61.8372,301.364
13.1985,159.087,2.09358e+18,84.1049,83.6515,84.8823,92.2714,98.7513,109.735,125.22,140.571,118.335,59.8572,301.353
13.3965,159.117,2.22107e+18,91.9936,99.3188,106.459,119.923,129.114,134.058,125.295,106.81,85.2487,53.4828,301.191
13.5948,159.147,2.39415e+18,88.0168,90.8075,95.0461,105.838,116.134,132.171,152.855,166.99,129.687,60.927,301.283
13.0308,158.646,1.94944e+18,84.2515,83.9673,84.9286,91.7276,96.8129,104.294,111.768,115.24,97.8265,57.0284,300.311
13.2296,158.676,2.06384e+18,88.7826,93.1235,97.5393,107.579,114.053,118.898,115.587,104.035,85.233,53.7364,300.386
13.4283,158.705,2.207e+18,95.1574,107.224,118.605,134.992,140.874,132.511,107.592,84.0862,71.0781,50.3834,300.9
13.6274,158.735,2.38585e+18,91.0957,97.3706,104.483,118.07,130.339,143.488,147.847,137.073,104.605,57.2219,301.048
13.4608,158.289,2.11654e+18,87.2834,89.9968,93.6908,102.799,109.903,118.8,124.45,122.202,99.5586,56.7887,299.531
13.6615,158.318,2.23464e+18,86.4392,87.6786,90.7428,99.3295,107.046,120.066,137.916,152.119,121.817,59.8154,300.677
13.089,157.805,1.90444e+18,85.666,87.1632,89.3176,96.6841,100.923,104.914,104.243,98.0677,83.494,53.7977,298.539
13.292,157.834,2.0224e+18,86.7094,89.3847,92.8261,101.492,107.371,113.57,114.951,108.886,90.0294,54.9964,298.679
13.4949,157.863,2.12001e+18,88.2168,92.6807,97.8427,108.083,115.507,122.54,122.202,112.628,91.0449,54.9347,298.807
13.6982,157.893,2.13368e+18,91.5405,100.02,108.824,121.593,127.983,127.095,112.197,92.2964,76.1217,51.4032,299.382
13.1177,157.367,1.91496e+18,86.7986,89.5327,92.5692,100.467,104.362,106.606,102.422,93.1276,79.6087,53.0102,299.187
13.3242,157.396,2.06201e+18,79.8199,75.0088,73.9056,78.3388,82.0833,90.7778,110.251,158.948,172.287,65.4841,299.448
13.5307,157.425,2.11346e+18,88.9855,93.588,98.9226,109.06,115.935,121.848,120.109,109.855,89.3385,54.662,299.81
13.7376,157.454,2.17777e+18,88.137,91.1093,95.5662,104.791,112.139,122.021,130.049,129.718,103.562,56.8702,300.264
13.147,156.91,1.86211e+18,77.4806,70.1592,67.701,70.6572,73.4447,80.9495,97.5128,138.524,152.339,62.9985,298.853
13.3582,156.939,1.99747e+18,84.6463,84.3979,86.0019,92.6299,97.6487,105.672,115.337,123.061,103.771,56.9118,299.096
13.5693,156.968,2.12587e+18,88.4801,92.3763,97.2504,106.762,113.677,120.805,122.322,116.206,95.1542,56.1945,299.841
13.7808,156.997,2.13186e+18,85.5095,85.6198,88.0485,95.0431,100.742,110.813,125.395,141.984,121.777,59.8781,299.616
13.1772,156.429,1.87659e+18,87.0453,90.8936,94.811,102.544,105.21,104.454,95.7055,83.9234,73.2779,51.7211,297.943
13.8287,156.516,2.14492e+18,91.6322,99.2909,107.895,119.65,126.222,127.096,114.982,96.8249,78.9832,52.2103,299.851
13.1795,156.174,1.91656e+18,85.153,85.775,87.6567,94.1564,98.3409,103.376,105.779,104.89,90.628,55.4108,299.072
13.3999,156.203,1.92998e+18,83.816,82.5816,83.558,89.0665,93.0513,99.9503,108.779,118.111,102.804,56.6204,299.383
13.6204,156.232,2.01441e+18,84.2799,83.2394,84.6517,90.4159,94.784,102.714,114.23,129.722,116.147,59.6445,299.356
13.8413,156.262,2.10656e+18,91.487,99.419,108.102,119.016,124.053,123.417,110.27,92.4318,76.495,51.8493,299.402
13.0948,156.651,1.90261e+18,84.6034,84.7225,86.0905,92.4465,96.6174,102.088,105.696,105.729,91.1722,55.7598,298.435
13.3088,156.68,1.87968e+18,87.9662,91.7448,95.626,103.118,105.34,104.107,95.1036,83.2852,72.876,51.4819,299.299
13.5228,156.709,2.00487e+18,87.2406,89.9403,93.7442,101.774,106.805,111.747,111.575,105.604,88.4642,54.7771,299.029
13.7372,156.738,2.15709e+18,92.4249,101.298,110.715,123.43,129.841,128.745,112.887,92.5728,76.4834,51.7635,299.971
13.4294,157.159,2.04878e+18,92.7137,103.612,113.608,126.021,127.749,118.083,95.5444,75.354,65.8264,49.2107,299.373
12.9292,157.531,1.91164e+18,85.3806,86.4899,88.2487,95.5583,100.037,104.768,105.724,101.27,86.2325,54.6868,299.817
13.3387,157.588,2.05905e+18,90.2821,97.3436,104.239,115.439,120.466,119.9,107.96,91.0116,76.2467,51.8734,299.564
13.5439,157.617,2.19212e+18,85.2994,85.5818,87.8695,95.4183,101.681,112.407,128.715,150.957,134.525,62.9562,299.595
12.8469,157.945,1.93904e+18,81.8523,79.698,79.5627,85.4841,90.3476,98.9682,111.543,126.28,111.784,59.6684,300.549
13.0486,157.973,1.96359e+18,77.4561,70.5436,68.122,71.5086,74.3808,81.759,98.8168,149.856,182.497,67.8381,299.09
12.9639,158.376,1.95915e+18,79.1636,74.4101,73.0037,77.4745,81.3445,89.9323,107.986,144.81,145.09,66.2176,299.96
13.1634,158.406,1.95165e+18,84.3322,83.9633,85.0285,91.6845,96.5477,103.884,111.496,115.823,98.9552,57.2074,299.955
13.3634,158.435,2.09663e+18,86.4634,88.1437,90.9267,99.3283,105.958,115.154,123.292,125.67,104.163,58.0958,300.063
13.0768,158.801,2.00383e+18,89.8437,95.3714,100.175,110.179,114.797,115.065,105.092,90.1493,76.4284,52.1051,300.783
13.2754,158.831,2.09514e+18,90.0833,95.45,100.647,111.529,118.356,122.298,116.067,101.728,83.2925,53.3471,300.941
12.7944,159.165,2.58685e+18,78.3895,73.5898,72.3302,77.4075,82.4722,92.9323,116.344,216.228,351.451,87.5864,300.235
12.9924,159.194,2.02193e+18,86.2192,87.7764,89.861,98.1553,104.436,112.202,116.967,114.558,94.7141,56.0654,301.193
13.1906,159.225,2.10545e+18,85.9857,87.0926,89.2204,97.5689,104.468,114.451,124.622,130.271,109.345,59.3213,301.458
12.5105,159.527,1.93691e+18,82.5765,81.3598,81.2621,87.7032,93.0506,101.335,111.211,120.234,105.769,59.6283,300.78
12.709,159.557,1.9812e+18,83.3322,82.637,83.0869,90.0298,95.7886,104.565,114.753,123.457,107.46,59.7002,301.508
12.9074,159.588,2.04317e+18,87.0538,89.3328,91.7374,100.712,107.499,115.12,118.149,112.815,92.5088,55.5468,301.699
13.1061,159.619,2.10661e+18,86.8339,88.679,91.1341,100.114,107.437,117.11,124.731,125.162,102.802,57.6731,301.859
12.6221,159.953,2.09007e+18,83.6899,83.4586,84.2687,92.056,99.1917,110.498,125.449,139.337,117.889,60.5979,301.764
12.8218,159.985,2.12496e+18,92.6986,100.47,106.604,119.842,126.912,126.42,111.946,92.1767,76.5531,52.1531,302.272
13.0218,160.016,2.11063e+18,92.7361,100.764,107.414,120.691,127.098,125.215,109.099,89.2089,74.8208,51.5481,301.738
12.7349,160.389,1.74654e+18,87.9829,91.5796,93.454,99.8326,99.4605,93.7061,80.314,68.0684,63.1956,49.0243,300.017
12.9371,160.422,2.12465e+18,84.0636,83.8177,84.8561,92.7067,99.8861,111.936,128.675,144.596,121.365,60.6595,301.806
12.2365,160.74,1.88849e+18,84.4131,84.97,85.4658,92.9425,98.5405,104.286,105.433,100.731,86.1444,54.9768,300.708
12.8521,160.839,2.17384e+18,85.1316,85.9307,87.5928,96.5583,104.65,117.207,132.372,144.494,120.833,60.8852,300.329
12.1377,161.171,1.88784e+18,79.1609,75.0259,72.8755,77.321,81.806,89.8901,103.244,129.744,131.569,63.543,299.601
12.347,161.204,1.93715e+18,94.4045,105.534,113.077,125.838,123.315,105.679,79.3647,61.763,57.6838,47.5879,301.114
12.0333,161.622,2.03123e+18,84.0807,84.4094,84.899,93.2173,101.128,111.567,121.219,125.247,103.592,56.8152,302.423
12.248,161.657,2.15107e+18,78.4907,75.1398,73.9749,79.7509,85.9621,97.4521,118.697,170.13,183.502,66.9466,301.972
12.4625,161.692,2.09786e+18,90.9546,96.7028,101.191,114.283,122.611,125.504,114.448,96.0517,79.1572,52.8947,302.271
11.9228,162.1,2.02202e+18,95.8558,108.258,117.46,134.709,134.792,114.195,82.9965,61.7637,56.4251,47.1923,301.878
12.144,162.137,2.11446e+18,92.973,100.492,106.028,121.266,130.111,128.492,109.486,86.8851,72.99,52.0066,302.888
12.365,162.174,2.15283e+18,92.2456,99.4773,105.395,121.351,131.094,132.018,115.608,93.128,76.3802,52.3242,302.234
12.5864,162.213,2.15018e+18,91.8017,98.7692,104.685,120.267,129.869,131.601,116.4,94.6345,77.4557,52.2651,301.715
11.9384,161.848,2.00798e+18,85.9946,87.7201,88.9047,98.1776,106.143,113.857,115.801,110.336,91.6718,55.5635,302.513
12.1561,161.884,2.11503e+18,88.4251,91.7493,94.3415,105.883,115.377,123.747,123.348,113.501,92.1471,55.4991,303.081
12.3737,161.92,2.15278e+18,92.8289,100.152,105.897,121.251,130.603,131.258,114.865,92.9404,76.7575,52.5558,302.7
12.5917,161.958,2.12934e+18,94.4413,105.297,114.277,132.55,138.916,128.498,100.621,76.0417,65.6079,49.4807,301.18
11.9923,161.366,1.94583e+18,83.5166,83.5032,83.5982,91.1263,97.9588,106.292,112.771,114.437,96.4539,55.9,300.585
12.2041,161.4,1.88815e+18,90.492,97.6474,102.129,112.998,115.089,107,86.8421,69.086,62.519,48.9096,300.235
12.4157,161.435,2.07286e+18,91.3575,98.2059,103.439,117.058,124.296,123.668,108.374,88.4843,74.5211,51.9754,301.6
12.2469,160.942,2.18739e+18,72.9391,66.0642,63.5104,67.3497,71.8645,81.1216,102.484,186.02,268.009,71.5719,300.929
12.4538,160.976,1.89143e+18,91.1337,102.583,110.953,123.882,121.208,103.284,77.1853,59.5786,56.0219,46.9723,298.595
12.0828,160.472,1.88442e+18,85.6667,88.19,89.7211,98.1822,103.611,106.39,101.276,90.4502,77.9085,53.2738,299.516
12.7238,160.142,2.04948e+18,84.428,84.6553,85.6905,93.6019,100.433,110.462,121.322,128.422,108.152,58.9981,301.175
12.5551,159.694,1.90877e+18,89.7009,95.5509,99.2365,108.572,111.455,107.938,93.7932,78.0219,68.8286,50.6149,300.832
12.7543,159.725,1.95406e+18,84.9244,85.4377,86.4988,94.015,99.7215,106.888,111.774,110.771,93.2403,56.0256,301.604
12.3785,159.322,1.89216e+18,80.8278,78.1032,77.1365,82.7447,87.5746,95.7501,107.654,122.664,110.995,60.6655,300.175
12.5766,159.353,1.87874e+18,86.0019,87.8823,89.3832,97.0072,101.312,104.288,100.899,92.1989,79.6798,53.481,300.738
12.775,159.383,1.98048e+18,89.0176,93.7148,97.3619,107.07,112.11,113.432,105.011,91.1212,77.3711,52.5919,301.234
12.41,158.914,1.69948e+18,85.1097,86.8048,87.5322,93.1784,93.7704,90.8994,81.4852,71.2348,65.7064,50.1563,298.577
12.242,158.475,1.62977e+18,87.241,91.3412,92.4849,96.6761,92.4785,82.2404,67.2212,57.0202,56.6473,48.1647,299.633
12.4409,158.504,2.05179e+18,77.1456,71.6926,69.5384,73.7673,77.7898,85.958,103.081,157.087,199.239,72.0763,300.465
12.27,158.06,2.0048e+18,83.8987,84.3092,85.0823,92.7768,99.0351,107.752,116.649,122.039,104.684,59.7495,301.28
12.4704,158.089,1.99135e+18,86.3053,88.659,90.7195,99.5395,105.719,111.879,112.98,106.593,88.5718,55.4308,301.545
12.6708,158.118,1.98724e+18,88.9921,94.2538,98.3998,108.518,113.539,114.222,104.74,90.1953,76.6046,52.6042,301.025
12.8715,158.147,1.99978e+18,86.8525,89.6218,92.4787,101.337,107.229,112.732,112.594,104.96,87.0699,54.7048,300.342
12.5031,157.665,2.01304e+18,87.1972,90.9267,94.0673,103.921,110.292,115.106,112.51,102.247,84.9943,54.6929,300.625
12.706,157.694,2.0001e+18,86.4888,88.8569,91.2791,99.9725,105.908,112.016,113.384,107.491,89.5301,55.517,301.07
12.9093,157.723,1.98804e+18,85.9952,87.9138,90.3243,98.6467,104.369,110.624,112.822,108.168,90.3619,55.5235,299.91
12.3286,157.199,2.11758e+18,93.2123,102.697,110.52,125.934,132.091,126.29,105.335,83.4486,70.917,51.4914,302.339
12.5352,157.228,2.02509e+18,95.7473,110.497,122.461,137.686,133.093,110.166,79.9202,61.0888,57.2133,47.7357,301.047
12.7417,157.257,2.01815e+18,84.8171,85.6136,87.1991,94.9609,100.927,109.182,117.141,120.948,102.001,58.138,300.568
12.9486,157.286,2.04574e+18,92.5152,102.754,111.771,125.507,128.236,118.638,95.8933,75.6551,66.2113,49.7421,300.332
12.3582,156.744,2.07113e+18,87.6005,91.2231,94.5263,104.847,112.365,118.872,118.236,109.692,90.5991,56.298,301.968
12.5693,156.772,2.03867e+18,83.7834,83.8738,84.9795,92.3504,98.549,108.18,120.286,130.527,109.904,58.8191,301.228
12.7805,156.801,2.01646e+18,83.9416,83.8974,85.0749,92.21,98.0747,107.092,118.027,126.705,107.024,58.2382,298.882
12.3885,156.264,2.03776e+18,85.7065,87.9786,90.539,99.633,106.72,114.286,117.92,115.15,94.7647,55.979,300.679
12.6055,156.293,1.97983e+18,85.9862,89.2606,92.6111,101.744,107.749,112.272,109.758,101.206,85.2475,54.7113,298.448
12.3905,156.01,2.10345e+18,93.9204,105.681,116.846,134.111,137.939,123.937,95.1085,72.5513,64.0738,50.4949,301.368
12.6109,156.039,2.06354e+18,88.951,95.0905,101.035,113.077,120.513,122.057,111.218,94.6213,78.6031,53.3552,300.185
13.0523,156.097,1.97212e+18,87.0406,90.1781,93.7507,102.136,107.218,110.762,107.642,99.3331,84.0025,54.1095,299.629
12.3059,156.485,2.04409e+18,87.087,90.9389,94.5207,105.046,112.474,117.862,115.198,105.247,87.2478,55.4567,300.702
12.52,156.514,2.02116e+18,86.2222,89.7805,93.3488,103.214,110.159,115.751,113.947,105.102,87.4972,55.3667,298.972
12.2226,156.934,2.0753e+18,88.7691,93.4683,97.4103,108.55,116.154,120.997,116.317,103.38,85.0491,55.0344,302.369
12.4315,156.963,2.10887e+18,92.3583,100.935,108.098,122.14,128.587,125.516,107.93,87.2873,73.4652,52.1468,302.095
12.6403,156.992,2.07038e+18,90.073,96.3605,101.725,113.486,120.146,121.593,111.215,94.6606,78.8942,53.2811,301.319
12.8495,157.021,1.98199e+18,86.2108,88.5182,91.1974,99.6216,105.184,110.608,111.101,105.305,88.6546,55.4405,299.974
12.1395,157.362,1.98984e+18,86.2307,89.8913,93.0193,103.048,109.687,114.047,110.75,99.9803,83.6994,54.8427,299.831
12.3443,157.391,2.17734e+18,82.1689,80.6153,80.4169,87.0795,93.1929,104.587,126.245,165.112,156.16,65.6088,298.454
12.5491,157.42,2.0464e+18,88.2464,93.0019,97.129,107.918,114.611,118.613,113.402,100.555,83.3918,54.3328,300.882
12.7542,157.449,2.02465e+18,84.7097,85.3531,86.8387,94.5683,100.567,109.152,117.977,122.842,103.725,58.5224,300.741
12.0577,157.775,1.87718e+18,86.8413,91.855,95.5039,105.062,108.779,106.455,94.3071,79.5218,70.0563,51.5959,299.055
12.2595,157.804,2.02576e+18,85.9686,88.5194,90.7678,100.161,107.157,114.455,116.776,111.024,91.9454,56.4919,300.965
12.4611,157.833,2.04839e+18,89.0402,94.6295,99.0695,110.449,117.145,119.733,111.477,96.2504,80.1244,53.6353,301.141
12.6632,157.862,2.01657e+18,84.603,85.1627,86.419,94.0578,100.016,108.488,116.927,121.775,104.317,59.2794,301.496
12.1748,158.205,2.17684e+18,80.9824,78.7824,78.2306,84.6692,90.8322,102.118,124.321,168.696,166.553,66.5014,299.789
12.3744,158.234,1.9898e+18,87.6778,92.1813,95.6052,105.813,111.785,114.505,107.912,94.8995,80.1501,53.7959,300.655
12.5743,158.264,1.682e+18,89.602,96.638,100.007,104.848,98.2783,84.1137,66.043,54.8859,53.7642,46.0167,299.601
12.4875,158.659,1.87249e+18,80.3888,77.1313,75.9917,81.2243,85.6455,93.6341,106.274,123.258,111.108,59.5219,300.013
11.7219,159.353,1.90069e+18,82.5466,82.1448,81.8144,88.4655,94.8083,102.178,109.135,111.507,95.529,57.8364,301.655
11.6338,159.747,1.72397e+18,84.0599,85.6622,85.8834,92.0547,95.1176,93.9931,86.1689,75.5985,68.4225,51.4462,298.47
11.5432,160.149,1.94986e+18,87.6395,91.6885,93.7412,103.432,110.423,112.381,104.751,90.6651,77.0829,53.5615,302.292
11.7453,160.181,1.92811e+18,84.1345,85.0391,85.4384,93.1231,99.9867,106.696,109.978,106.607,90.1722,56.3944,301.333
11.9472,160.212,1.98876e+18,86.4518,89.7776,91.9724,101.748,109.276,114.434,111.542,100.655,83.9669,54.654,300.691
11.4489,160.563,1.94769e+18,92.9487,102.1,107.094,119.48,122.164,110.262,87.306,68.2532,61.72,49.432,302.646
11.6541,160.595,1.97504e+18,80.0122,77.9322,76.7986,82.7129,89.2746,99.0273,114.288,136.004,125.499,63.512,302.326
11.8592,160.628,1.79814e+18,87.428,93.3456,96.4359,105.338,107.153,99.9597,82.8308,67.4009,62.0032,49.3791,298.565
12.0646,160.661,2.03015e+18,80.848,78.3266,77.2806,83.2067,89.2573,99.7323,117.649,146.503,134.873,62.0234,299.535
11.3505,160.992,1.95092e+18,92.2273,100.273,104.818,117.2,121.452,111.972,90.247,71.0933,63.4973,50.0127,302.865
11.5599,161.025,2.06236e+18,94.9752,105.184,111.895,127.666,132.936,120.796,94.838,72.6189,63.8385,49.8662,303.319
11.7691,161.059,2.01893e+18,92.3591,100.137,105.217,118.469,124.523,118.622,98.7046,78.4073,67.9751,50.7904,302.678
11.9787,161.094,2.10731e+18,82.6612,81.9848,81.9048,89.4297,97.117,108.723,125.291,146.639,129.839,62.1949,298.813
11.2458,161.442,1.92925e+18,80.823,79.4709,78.1924,84.4632,91.8534,101.203,113.066,124.325,108.039,58.7863,302.657
11.4605,161.476,2.03572e+18,90.3731,96.4403,100.247,113.236,121.861,121.272,106.964,87.5877,74.0069,52.6959,302.608
